location,time_posted,Mileage,Vehicle_color,Price,Vehicle_condition,engine_size,year,gearbox,brand,model,car_body,fuel,horsepower
Ariana,,92000.0,Rouge,99000.0,Nouveau,1.6,2021.0,Manuelle,Kia,Sportage,4 x 4,Diesel,7.0
Médenine,,120.0,Blanc,53000.0,Avec kilométrage,1.6,2020.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Nabeul,,160000.0,Autre,39000.0,Avec kilométrage,1.5,2017.0,Manuelle,Toyota,Yaris,Compacte,Essence,4.0
Ariana,,42000.0,Blanc,35000.0,Nouveau,1.2,2021.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Kasserine,,300.0,Bleu,11500.0,Nouveau,1.2,1997.0,Manuelle,Peugeot,106,Compacte,Essence,6.0
Tunis,,60000.0,Noir,140000.0,Nouveau,1.6,2021.0,Automatique,Kia,Sorento,Autres,Hybride essence,7.0
Ariana,,151000.0,Gris,28000.0,Avec kilométrage,1.2,2014.0,Manuelle,Hyundai,I 10,Autres,Essence,5.0
Kairouan,,60000.0,Gris,55000.0,Nouveau,1.6,2022.0,Manuelle,Fiat,Tipo,Berline,Essence,5.0
Tunis,,172000.0,Rouge,55000.0,Avec kilométrage,1.2,2015.0,Manuelle,mini,One,Autres,Essence,5.0
Bizerte,,150000.0,Blanc,34500.0,Avec kilométrage,1.2,2020.0,Manuelle,Volkswagen,UP,Compacte,Essence,4.0
Bizerte,,180000.0,Gris,30000.0,Avec kilométrage,1.4,2020.0,Manuelle,Dacia,Dokker,Compacte,Diesel,6.0
Gafsa,,320.0,Blanc,14000.0,Avec kilométrage,1.4,2002.0,Manuelle,Peugeot,206+,Berline,Essence,5.0
Tunis,,220000.0,Blanc,24500.0,Avec kilométrage,2.0,2010.0,Manuelle,Volkswagen,Caddy,Utilitaire,Diesel,7.0
Tunis,,99500.0,Bleu,50000.0,Avec kilométrage,1.8,2018.0,Manuelle,Renault,Kadjar,Autres,Essence,7.0
Ben Arous,,115000.0,Blanc,43000.0,Avec kilométrage,1.6,2019.0,Manuelle,Peugeot,208,Compacte,Diesel,5.0
Tunis,,60000.0,Autre,65000.0,Nouveau,1.4,2021.0,Manuelle,Renault,Megane,Autres,Essence,7.0
La Manouba,,100000.0,Autre,22000.0,Nouveau,1.6,2020.0,Manuelle,Autres,Autres,Autres,Diesel,5.0
Tunis,,71555.0,Blanc,28000.0,Avec kilométrage,1.2,2016.0,Manuelle,Chevrolet,Spark,Compacte,Essence,5.0
Ben Arous,,300.0,Noir,26800.0,RS,1.9,2005.0,Automatique,Volkswagen,Passat CC,Berline,Diesel,8.0
Médenine,,19000.0,Noir,120000.0,Nouveau,1.6,2023.0,Automatique,Peugeot,5008,Compacte,Essence,7.0
Tunis,,230000.0,Noir,48500.0,Avec kilométrage,1.8,2008.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,11.0
Monastir,,135000.0,Blanc,58000.0,Avec kilométrage,1.5,2020.0,Manuelle,Renault,Megane,Compacte,Diesel,6.0
Nabeul,,260000.0,Blanc,11000.0,Avec kilométrage,1.6,2015.0,Manuelle,Renault,Clio,Autres,Essence,4.0
Sfax,,154000.0,Rouge,38500.0,Avec kilométrage,1.2,2015.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ben Arous,,42296.0,Blanc,62000.0,Nouveau,2.0,2020.0,Manuelle,Peugeot,Expert,Utilitaire,Diesel,7.0
Ben Arous,,270000.0,Noir,28900.0,Avec kilométrage,1.6,2012.0,Manuelle,Citroen,C4,Berline,Essence,6.0
Nabeul,,78000.0,Gris,36000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Bizerte,,50.0,Noir,124000.0,Nouveau,1.6,2021.0,Automatique,Kia,Sportage,4 x 4,Hybride Diesel,7.0
Tunis,,196000.0,Noir,29500.0,Avec kilométrage,1.2,2012.0,Manuelle,Peugeot,207,Compacte,Essence,5.0
Tunis,,250000.0,Blanc,27000.0,Avec kilométrage,1.5,2018.0,Manuelle,Dacia,Dokker,Compacte,Diesel,6.0
Tunis,,326000.0,Noir,30800.0,Avec kilométrage,1.6,2009.0,Manuelle,Volkswagen,Jetta,Compacte,Essence,7.0
Tunis,,213000.0,Noir,30800.0,Avec kilométrage,1.2,2012.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ariana,,100000.0,Blanc,44500.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,,180000.0,Beige,59500.0,Avec kilométrage,1.2,2020.0,Automatique,Volkswagen,Golf 7,Berline,Essence,6.0
Ariana,,80000.0,Blanc,56500.0,Nouveau,1.6,2019.0,Manuelle,Renault,Clio,Berline,Diesel,5.0
Ariana,,48000.0,Rouge,65500.0,Nouveau,1.2,2024.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,,99000.0,Bleu,49500.0,Avec kilométrage,1.2,2020.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Ariana,,80000.0,Blanc,47500.0,Avec kilométrage,1.6,2020.0,Manuelle,Citroen,C3,Berline,Diesel,5.0
Ariana,,90000.0,Blanc,56500.0,Avec kilométrage,1.6,2019.0,Manuelle,Peugeot,308,Berline,Diesel,5.0
Ariana,,90000.0,Blanc,59500.0,Nouveau,1.6,2020.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,5.0
La Manouba,,8000.0,Rouge,36800.0,Nouveau,1.2,2023.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Mahdia,,50.0,Blanc,19000.0,Pièces manquantes,1.6,2020.0,Manuelle,Citroen,Berlingo,Autres,Diesel,5.0
Sfax,,116107.0,Blanc,65000.0,Nouveau,2.0,2020.0,Manuelle,Peugeot,Expert,Utilitaire,Diesel,6.0
Ariana,,217000.0,Gris,31500.0,Avec kilométrage,1.6,2015.0,Manuelle,Renault,Fluence,Berline,Essence,7.0
Le Kef,,210000.0,Gris,98989.0,Avec kilométrage,1.6,2012.0,Manuelle,Citroen,C3,Berline,Essence,5.0
Ariana,,175.0,Noir,60000.0,Avec kilométrage,1.6,2013.0,Automatique,BMW,Serie 3 GT,Berline,Essence,7.0
Tunis,,180000.0,Blanc,62000.0,Avec kilométrage,1.8,2012.0,Manuelle,Audi,A5,Cabriolet,Essence,9.0
Nabeul,,190000.0,Noir,86000.0,Avec kilométrage,1.6,2019.0,Automatique,Volkswagen,Golf 7,Berline,Essence,6.0
Tunis,,99000.0,Gris,94000.0,Avec kilométrage,2.0,2014.0,Automatique,Mercedes-Benz,Classe GLA,Autres,Essence,8.0
Ben Arous,,25000.0,Rouge,17000.0,Nouveau,1.2,2012.0,Manuelle,Fiat,Grande Punto,Berline,Essence,5.0
Mahdia,,95780.0,Gris,67000.0,Avec kilométrage,1.2,2019.0,Manuelle,Seat,Leon,Berline,Essence,6.0
Ariana,,246000.0,Blanc,51000.0,Avec kilométrage,1.9,2015.0,Automatique,Mazda,6,Berline,Essence,9.0
Tataouine,,143000.0,Blanc,53000.0,Nouveau,1.5,2022.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Tunis,,113000.0,Blanc,11111.0,Nouveau,1.2,2018.0,Automatique,Nissan,Qashqai,4 x 4,Essence,6.0
Jendouba,,268000.0,Gris,48500.0,Avec kilométrage,2.0,2013.0,Manuelle,Volkswagen,Amarok,4 x 4,Diesel,8.0
Zaghouan,,194000.0,Argent,17000.0,Avec kilométrage,1.2,2006.0,Manuelle,Ford,Fiesta,Compacte,Essence,5.0
Tunis,,70000.0,Blanc,41500.0,Avec kilométrage,1.2,2017.0,Manuelle,Kia,Rio,Berline,Essence,5.0
Kairouan,,174000.0,Noir,56000.0,Avec kilométrage,1.2,2013.0,Manuelle,Volkswagen,Golf 7,Compacte,Essence,5.0
Ariana,2.0,37000.0,Noir,85000.0,Avec kilométrage,1.6,2020.0,Automatique,Audi,A3,Berline,Essence,6.0
Tunis,2.0,153000.0,Gris,29500.0,Avec kilométrage,1.6,2008.0,Manuelle,Ford,Focus,Compacte,Essence,7.0
Tunis,2.0,153000.0,Noir,112000.0,Nouveau,1.4,2015.0,Automatique,Mercedes-Benz,Classe C,Autres,Essence,8.0
Ben Arous,2.0,185000.0,Gris,21000.0,Nouveau,1.2,2001.0,Manuelle,Renault,Clio,Berline,Essence,4.0
Bizerte,2.0,74000.0,Rouge,31000.0,Avec kilométrage,1.2,2018.0,Manuelle,Peugeot,208,Berline,Essence,5.0
Ben Arous,2.0,188600.0,Argent,30000.0,Avec kilométrage,1.6,2015.0,Manuelle,Hyundai,I 10,Berline,Essence,4.0
Mahdia,2.0,110325.0,Bleu,39500.0,Avec kilométrage,1.2,2016.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Sousse,2.0,327100.0,Blanc,18500.0,Avec kilométrage,1.4,2012.0,Manuelle,Citroen,Nemo,Autres,Diesel,5.0
Médenine,2.0,177000.0,Blanc,65000.0,Nouveau,1.6,2021.0,Manuelle,Citroen,Jumpy,Utilitaire,Diesel,5.0
Ariana,2.0,74000.0,Rouge,31000.0,Avec kilométrage,1.2,2018.0,Manuelle,Peugeot,208,Berline,Essence,5.0
Ariana,2.0,280.0,Noir,47500.0,Avec kilométrage,1.9,2009.0,Automatique,Mercedes-Benz,Classe C,Berline,Essence,9.0
Sousse,2.0,199000.0,Blanc,42000.0,Avec kilométrage,1.5,2019.0,Manuelle,Peugeot,208,Compacte,Diesel,5.0
Tunis,2.0,215000.0,Noir,45000.0,Avec kilométrage,1.2,2014.0,Manuelle,Volkswagen,Golf,Autres,Essence,5.0
Bizerte,2.0,105.0,Bleu,35000.0,Nouveau,1.6,2019.0,Manuelle,Skoda,Fabia,Compacte,Essence,4.0
Tunis,2.0,170.0,Blanc,68000.0,Nouveau,1.5,2011.0,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9.0
Tunis,2.0,200000.0,Blanc,35000.0,Nouveau,1.4,2010.0,Manuelle,Renault,Megane,Autres,Essence,7.0
Médenine,2.0,230000.0,Bleu,19000.0,Avec kilométrage,1.6,2000.0,Manuelle,Renault,Scenic,Compacte,Essence,6.0
Tunis,2.0,184000.0,Blanc,36000.0,Nouveau,1.2,2014.0,Manuelle,Volkswagen,Polo,Autres,Diesel,5.0
Tunis,2.0,128000.0,Gris,29000.0,Avec kilométrage,1.2,2018.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Ariana,2.0,65000.0,Blanc,198000.0,Nouveau,1.6,2022.0,Automatique,Mercedes-Benz,Classe C Coupe,Berline,Essence,8.0
Ariana,2.0,330000.0,Blanc,59000.0,Avec kilométrage,3.0,1999.0,Automatique,Toyota,Prado,4 x 4,Diesel,10.0
Ariana,2.0,210000.0,Noir,52000.0,Avec kilométrage,2.0,2014.0,Automatique,Hyundai,Ix 35,4 x 4,Diesel,11.0
Ariana,2.0,150000.0,Doré,59000.0,Avec kilométrage,2.2,2016.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,9.0
Ariana,2.0,20000.0,Blanc,135000.0,Nouveau,1.5,2022.0,Automatique,Nissan,Qashqai,4 x 4,Essence,7.0
Ariana,2.0,115000.0,Noir,37000.0,Avec kilométrage,1.2,2015.0,Manuelle,Smart,Smart,Compacte,Essence,4.0
Ariana,2.0,110000.0,Blanc,152000.0,Nouveau,2.4,2021.0,Automatique,Toyota,Hilux,Pick up,Diesel,8.0
Tunis,2.0,190.0,Blanc,39700.0,Nouveau,2.0,2010.0,Automatique,Volkswagen,Passat CC,Berline,Essence,13.0
Tunis,2.0,166.0,Noir,51200.0,Nouveau,1.5,2018.0,Manuelle,Renault,Megane Estate,Berline,Diesel,5.0
Médenine,2.0,65.0,Autre,98637.0,Avec kilométrage,1.6,2020.0,Automatique,Volkswagen,T-ROC,Autres,Diesel,5.0
Sfax,2.0,14000.0,Rouge,31000.0,Avec kilométrage,1.6,2021.0,Manuelle,Suzuki,SX4,Autres,Essence,5.0
Ben Arous,2.0,34000.0,Gris,82800.0,Avec kilométrage,1.2,2021.0,Automatique,Toyota,Corolla,Autres,Essence,6.0
Kairouan,2.0,200000.0,Noir,28000.0,Avec kilométrage,1.2,2012.0,Manuelle,Opel,Corsa,Compacte,Essence,5.0
Bizerte,2.0,180.0,Bleu,26500.0,Avec kilométrage,1.2,2009.0,Manuelle,Fiat,500,Compacte,Essence,4.0
Ben Arous,2.0,13422.0,Gris,57000.0,Avec kilométrage,1.2,2022.0,Manuelle,Peugeot,208,Compacte,Essence,5.0
Sfax,2.0,38600.0,Autre,39000.0,Avec kilométrage,1.2,2019.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Mahdia,2.0,300000.0,Blanc,14000.0,Avec kilométrage,1.9,2006.0,Manuelle,Peugeot,Boxer,Berline,Diesel,7.0
Ariana,2.0,282000.0,Jaune,28000.0,Avec kilométrage,3.0,2009.0,Manuelle,mini,One,Autres,Essence,5.0
Béja,2.0,260000.0,Gris,20500.0,Nouveau,1.6,2005.0,Manuelle,Peugeot,407,Compacte,Essence,7.0
Tunis,2.0,10000.0,Noir,29130.0,Avec kilométrage,2.0,2018.0,Automatique,BMW,Serie 7,Berline,Essence,15.0
Médenine,2.0,169000.0,Blanc,32500.0,Nouveau,1.6,2015.0,Manuelle,Peugeot,Partner,Utilitaire,Diesel,5.0
Sfax,2.0,130000.0,Gris,25200.0,Nouveau,1.2,2010.0,Manuelle,Ford,Fiesta,Berline,Essence,5.0
Sfax,2.0,180000.0,Gris,32500.0,Nouveau,1.6,2016.0,Manuelle,Peugeot,Partner,Compacte,Diesel,5.0
Kasserine,2.0,213000.0,Noir,42500.0,Nouveau,1.6,2012.0,Manuelle,Citroen,C5,Berline,Diesel,6.0
Ariana,2.0,100000.0,Rouge,28600.0,Avec kilométrage,1.2,2017.0,Manuelle,Hyundai,I 10,Compacte,Essence,4.0
Ariana,2.0,45000.0,Gris,92500.0,Avec kilométrage,1.6,2021.0,Manuelle,Volkswagen,Golf 8,Compacte,Essence,6.0
Gabès,2.0,128000.0,Blanc,75000.0,Avec kilométrage,1.6,2016.0,Manuelle,Mercedes-Benz,Classe CLA,Berline,Essence,7.0
Nabeul,2.0,68500.0,Gris,49500.0,Avec kilométrage,1.4,2021.0,Manuelle,Fiat,Tipo,Berline,Essence,5.0
Tunis,2.0,86000.0,Gris,26000.0,Avec kilométrage,3.0,2013.0,Manuelle,Peugeot,301,Compacte,Essence,4.0
Béja,2.0,178.0,Noir,20500.0,Nouveau,1.2,2016.0,Manuelle,Citroen,C-Elysée,Compacte,Essence,5.0
Jendouba,2.0,300000.0,Blanc,25000.0,Avec kilométrage,1.6,2010.0,Manuelle,Opel,Astra,Compacte,Essence,5.0
Sousse,2.0,15000.0,Gris,46800.0,Avec kilométrage,1.2,2023.0,Manuelle,Kia,Picanto,Compacte,Essence,5.0
Tunis,2.0,119000.0,Bleu,44999.0,Avec kilométrage,1.6,2020.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Bizerte,2.0,129000.0,Bleu,38800.0,Avec kilométrage,1.2,2021.0,Manuelle,Suzuki,Swift,Compacte,Essence,5.0
Tunis,2.0,90000.0,Blanc,43500.0,Avec kilométrage,1.4,2018.0,Automatique,Fiat,500,Cabriolet,Essence,4.0
Tunis,2.0,142000.0,Noir,33900.0,Avec kilométrage,1.2,2014.0,Manuelle,Renault,Capture,4 x 4,Essence,6.0
Monastir,2.0,85000.0,Noir,52000.0,Nouveau,1.6,2020.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Tunis,2.0,115.0,Noir,24500.0,Avec kilométrage,1.4,2009.0,Manuelle,Peugeot,308,Berline,Essence,6.0
Bizerte,2.0,130000.0,Rouge,33500.0,Avec kilométrage,1.2,2018.0,Manuelle,Nissan,Micra,Berline,Essence,5.0
Ben Arous,2.0,300000.0,Rouge,19400.0,Avec kilométrage,1.4,2004.0,Manuelle,Citroen,C3,Berline,Essence,5.0
Tunis,2.0,155.0,Blanc,26500.0,Nouveau,1.6,2015.0,Manuelle,Fiat,Punto,Berline,Essence,4.0
Médenine,2.0,154000.0,Gris,82000.0,Avec kilométrage,1.6,2018.0,Manuelle,Nissan,Qashqai,4 x 4,Diesel,7.0
Sfax,2.0,45000.0,Noir,48500.0,Nouveau,1.6,2021.0,Manuelle,Ssangyong,Tivoli,4 x 4,Essence,6.0
Tunis,2.0,210000.0,Noir,32500.0,Avec kilométrage,1.2,2011.0,Manuelle,Seat,Ibiza,Compacte,Essence,5.0
Tunis,2.0,49000.0,Blanc,35000.0,Nouveau,1.2,2020.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Sfax,2.0,200000.0,Blanc,56000.0,Avec kilométrage,1.6,2015.0,Manuelle,Nissan,Qashqai,Compacte,Diesel,7.0
Ben Arous,2.0,164600.0,Gris,35000.0,Avec kilométrage,1.6,2011.0,Manuelle,Peugeot,3008,Monospace,Essence,7.0
Tunis,2.0,89000.0,Blanc,30000.0,Avec kilométrage,1.6,2011.0,Manuelle,Chevrolet,Cruze,Berline,Essence,7.0
Tunis,2.0,244000.0,Bleu,38000.0,Avec kilométrage,1.2,2011.0,Manuelle,Volkswagen,Golf 6,Monospace,Essence,5.0
Nabeul,2.0,179000.0,Gris,50000.0,Avec kilométrage,2.0,2018.0,Manuelle,Toyota,Land Cruiser,4 x 4,Diesel,7.0
Ariana,2.0,41200.0,Rouge,85000.0,Avec kilométrage,1.2,2021.0,Automatique,Peugeot,2008,Autres,Essence,7.0
Ben Arous,2.0,51000.0,Gris,40500.0,Avec kilométrage,1.6,2019.0,Manuelle,Kia,Picanto,Autres,Essence,4.0
Tunis,2.0,89000.0,Blanc,39500.0,Nouveau,1.6,2020.0,Manuelle,Chery,Tiggo,Compacte,Essence,8.0
La Manouba,2.0,320.0,Blanc,12400.0,Avec kilométrage,1.4,1998.0,Manuelle,Volkswagen,Polo,Autres,Essence,4.0
Sfax,2.0,58000.0,Blanc,23500.0,Avec kilométrage,1.2,2019.0,Manuelle,Chery,QQ,Compacte,Essence,4.0
Sfax,2.0,126.0,Noir,39003.0,Avec kilométrage,1.2,2020.0,Manuelle,Hyundai,Grand i10,Compacte,Essence,5.0
Ariana,2.0,46000.0,Gris,153000.0,Avec kilométrage,2.4,2022.0,Automatique,Mitsubishi,L200,Pick up,Diesel,8.0
Sfax,2.0,155.0,Blanc,27500.0,Nouveau,1.4,2017.0,Manuelle,Citroen,Nemo,Berline,Diesel,5.0
Nabeul,2.0,100000.0,Noir,99000.0,Avec kilométrage,1.6,2020.0,Automatique,Kia,Sportage,Pick up,Essence,8.0
Tunis,2.0,94000.0,Rouge,32000.0,Avec kilométrage,1.2,2015.0,Manuelle,Volkswagen,UP,Compacte,Essence,4.0
Sfax,2.0,285.0,Gris,16000.0,Avec kilométrage,1.9,2003.0,Manuelle,Renault,Laguna Estate,Berline,Diesel,6.0
Monastir,2.0,35000.0,Blanc,75000.0,Nouveau,2.2,2021.0,Manuelle,Ford,Transit,Autres,Diesel,7.0
Sfax,2.0,210000.0,Beige,25000.0,Avec kilométrage,1.4,2009.0,Manuelle,mini,One,Autres,Essence,5.0
Tunis,2.0,111000.0,Gris,159000.0,Avec kilométrage,1.5,2019.0,Automatique,Mercedes-Benz,Classe C,Berline,Hybride essence,10.0
Sousse,2.0,169000.0,Noir,100000.0,Avec kilométrage,1.4,2018.0,Automatique,Audi,A5,Berline,Essence,8.0
Ben Arous,2.0,179000.0,Noir,27000.0,Avec kilométrage,1.2,2018.0,Manuelle,Citroen,C-Elysée,Berline,Essence,5.0
Sfax,2.0,328000.0,Blanc,29500.0,Avec kilométrage,2.2,2014.0,Manuelle,Fiat,Ducato,Autres,Diesel,8.0
Sousse,2.0,95000.0,Blanc,33000.0,Avec kilométrage,1.2,2020.0,Manuelle,Peugeot,208,Compacte,Essence,4.0
Monastir,2.0,27000.0,Rouge,43000.0,Avec kilométrage,1.6,2022.0,Automatique,Hyundai,I 10,Berline,Essence,4.0
Bizerte,2.0,130000.0,Rouge,33500.0,Avec kilométrage,1.2,2018.0,Manuelle,Nissan,Micra,Berline,Essence,5.0
Sousse,2.0,122000.0,Noir,155000.0,RS,2.5,2018.0,Automatique,Mercedes-Benz,250,Pick up,Diesel,8.0
Ben Arous,2.0,350000.0,Marron,30000.0,Avec kilométrage,2.0,2012.0,Manuelle,Ssangyong,Actyon,4 x 4,Diesel,7.0
Ben Arous,2.0,200.0,Blanc,28500.0,Avec kilométrage,1.4,2012.0,Automatique,Chevrolet,Cruze,Compacte,Essence,7.0
Ariana,2.0,193.0,Gris,17000.0,Avec kilométrage,1.4,2006.0,Manuelle,Peugeot,206+,Compacte,Essence,5.0
Sidi Bouzid,2.0,185058.0,Blanc,1111.0,Avec kilométrage,2.0,2014.0,Automatique,Mercedes-Benz,Classe A,Berline,Essence,8.0
Ariana,2.0,260000.0,Noir,38000.0,Avec kilométrage,1.6,2009.0,Manuelle,BMW,Serie 3,Berline,Essence,7.0
Mahdia,2.0,248000.0,Gris,65000.0,RS,1.6,2014.0,Manuelle,Nissan,X-Trail,4 x 4,Diesel,7.0
Ariana,2.0,20000.0,Noir,65000.0,Avec kilométrage,1.2,2022.0,Manuelle,Kia,Rio,Berline,Essence,-5.0
Kasserine,2.0,250000.0,Noir,170000.0,Avec kilométrage,2.0,1994.0,Manuelle,Mercedes-Benz,Classe C,Berline,Diesel,8.0
Ariana,2.0,30000.0,Rouge,31500.0,Nouveau,1.6,2021.0,Manuelle,Fiat,Panda,Compacte,Essence,4.0
Ariana,2.0,230000.0,Noir,48000.0,Avec kilométrage,1.6,2009.0,Automatique,Mercedes-Benz,Classe C Coupe,Compacte,Essence,9.0
Tunis,2.0,200000.0,Noir,20800.0,Avec kilométrage,1.2,2006.0,Manuelle,Fiat,Siena,Berline,Essence,5.0
Sidi Bouzid,2.0,260000.0,Noir,31000.0,Avec kilométrage,1.6,2006.0,Manuelle,Volkswagen,Passat,Berline,Essence,7.0
Ariana,2.0,280000.0,Noir,20500.0,Avec kilométrage,1.2,2012.0,Manuelle,Fiat,Grande Punto,Compacte,Essence,5.0
Sfax,2.0,50000.0,Noir,66500.0,Nouveau,1.2,2021.0,Manuelle,Kia,Rio,Compacte,Essence,5.0
Médenine,2.0,143200.0,Bleu,42000.0,Nouveau,1.2,2013.0,Manuelle,Renault,Clio,Berline,Essence,5.0
Médenine,2.0,350.0,Marron,13500.0,Avec kilométrage,1.5,2012.0,Manuelle,Dacia,Logan,Utilitaire,Diesel,6.0
Ariana,2.0,118000.0,Bleu,39500.0,Avec kilométrage,1.2,2015.0,Manuelle,Kia,Rio,Autres,Essence,5.0
Tunis,2.0,346000.0,Noir,42800.0,Avec kilométrage,2.2,2006.0,Automatique,Mercedes-Benz,Classe E,Berline,Diesel,10.0
Tunis,2.0,132000.0,Gris,53000.0,Avec kilométrage,1.2,2019.0,Manuelle,Renault,Megane Estate,Berline,Essence,7.0
La Manouba,2.0,215000.0,Gris,23500.0,Avec kilométrage,1.6,2009.0,Manuelle,Citroen,C4,Berline,Diesel,6.0
Ben Arous,2.0,210.0,Bleu,13500.0,Avec kilométrage,1.4,2000.0,Manuelle,Renault,Clio,Autres,Essence,4.0
Tunis,2.0,400000.0,Gris,21000.0,Avec kilométrage,1.6,2006.0,Manuelle,Volkswagen,Polo,Compacte,Essence,4.0
La Manouba,3.0,156000.0,Blanc,27000.0,Nouveau,1.3,2018.0,Manuelle,Fiat,Fiorino,Utilitaire,Diesel,5.0
Ariana,3.0,158000.0,Gris,37000.0,Avec kilométrage,1.4,2012.0,Automatique,Volkswagen,Polo,Compacte,Essence,5.0
Gabès,3.0,222222.0,Beige,28500.0,Avec kilométrage,1.6,2009.0,Manuelle,mini,One,Autres,Essence,4.0
Sfax,3.0,182.0,Noir,18500.0,Avec kilométrage,1.4,2006.0,Manuelle,Peugeot,206+,Compacte,Essence,5.0
Ariana,3.0,57000.0,Gris,38000.0,Avec kilométrage,1.2,2020.0,Manuelle,Mahindra,Hover,Autres,Essence,5.0
Ben Arous,3.0,230.0,Noir,23500.0,Avec kilométrage,1.6,2010.0,Manuelle,Toyota,Yaris,Compacte,Essence,4.0
Sidi Bouzid,3.0,155000.0,Blanc,48000.0,Avec kilométrage,1.6,2019.0,Manuelle,Peugeot,Partner,Berline,Diesel,12345.0
Ariana,3.0,330000.0,Gris,26000.0,Avec kilométrage,1.4,2005.0,Manuelle,Volkswagen,Golf,Utilitaire,Essence,5.0
Tunis,3.0,145.0,Blanc,22900.0,Avec kilométrage,1.2,2017.0,Manuelle,Chevrolet,Spark,Compacte,Essence,4.0
Tunis,3.0,234500.0,Gris,34500.0,Nouveau,1.2,2014.0,Manuelle,Fiat,500,Compacte,Essence,4.0
Tunis,3.0,98000.0,Gris,28000.0,Avec kilométrage,1.1,2018.0,Manuelle,Mahindra,Hover,Compacte,Essence,5.0
Ben Arous,3.0,306000.0,Blanc,19000.0,Avec kilométrage,1.9,2013.0,Manuelle,Citroen,Berlingo,Utilitaire,Diesel,7.0
Ariana,3.0,123456.0,Gris,13798.0,Avec kilométrage,1.9,2003.0,Manuelle,Renault,Kangoo,Utilitaire,Diesel,7.0
Sfax,3.0,200000.0,Gris,19999.9,Avec kilométrage,1.4,2007.0,Manuelle,Peugeot,206+,Berline,Essence,6.0
Monastir,3.0,156000.0,Gris,26000.0,Avec kilométrage,1.4,2014.0,Manuelle,Citroen,Nemo,Utilitaire,Diesel,6.0
Ariana,3.0,140000.0,Blanc,33500.0,Avec kilométrage,1.2,2016.0,Manuelle,Citroen,DS,Compacte,Essence,5.0
Monastir,3.0,254000.0,Gris,21500.0,Avec kilométrage,1.4,2005.0,Manuelle,Renault,Megane,Berline,Essence,6.0
Ben Arous,3.0,375000.0,Blanc,13500.0,Avec kilométrage,1.3,2006.0,Manuelle,Fiat,Grande Punto,Compacte,Diesel,4.0
Tunis,3.0,200.0,Blanc,22800.0,Avec kilométrage,1.3,2017.0,Manuelle,Fiat,Doblo,Autres,Diesel,5.0
Tunis,3.0,90.0,Autre,11111.0,Avec kilométrage,1.1,2022.0,Manuelle,Dacia,Logan,Berline,Essence,5.0
Ben Arous,3.0,156000.0,Blanc,24000.0,Avec kilométrage,1.2,2016.0,Manuelle,Chevrolet,Spark,Compacte,Essence,5.0
Tunis,3.0,119500.0,Gris,41000.0,Avec kilométrage,1.6,2021.0,Manuelle,Renault,Clio,Compacte,Essence,5.0
Ariana,3.0,153000.0,Noir,59000.0,Avec kilométrage,2.0,2012.0,Automatique,Kia,Sportage,4 x 4,Essence,11.0
Ariana,3.0,179000.0,Rouge,36500.0,Nouveau,1.4,2012.0,Manuelle,Audi,A1,Berline,Essence,5.0
Ariana,3.0,197000.0,Noir,33000.0,Nouveau,1.4,2010.0,Automatique,Volkswagen,Golf,Berline,Essence,9.0
Ariana,3.0,162000.0,Blanc,28500.0,Nouveau,1.2,2010.0,Manuelle,Fiat,500,Berline,Essence,4.0
Ariana,3.0,180000.0,Gris,25000.0,Avec kilométrage,1.2,2009.0,Manuelle,Volkswagen,Polo,Autres,Essence,5.0
Ariana,3.0,263000.0,Blanc,45000.0,Avec kilométrage,2.5,2013.0,Manuelle,Mazda,BT-50,4 x 4,Diesel,10.0
Tunis,3.0,140000.0,Autre,11111.0,Avec kilométrage,1.4,2010.0,Manuelle,Ford,Fiesta,Autres,Essence,5.0
Tunis,3.0,42000.0,Noir,169000.0,Avec kilométrage,1.5,2020.0,Automatique,Mercedes-Benz,Classe CLA,Berline,Hybride essence,8.0
Tunis,3.0,300000.0,Vert,30000.0,Avec kilométrage,2.8,1993.0,Manuelle,Nissan,Patrol GR,4 x 4,Diesel,10.0
Nabeul,3.0,133.0,Blanc,17500.0,Nouveau,1.9,2014.0,Manuelle,Fiat,Doblo,Autres,Diesel,5.0
